stock_code,is_success
002919.XSHE,False
002920.XSHE,False
002921.XSHE,False
002922.XSHE,False
002923.XSHE,False
002925.XSHE,False
002926.XSHE,False
002927.XSHE,False
002928.XSHE,False
002929.XSHE,False
002930.XSHE,False
002931.XSHE,False
002932.XSHE,False
002933.XSHE,False
002935.XSHE,False
002936.XSHE,False
002937.XSHE,False
002938.XSHE,False
002939.XSHE,False
002940.XSHE,False
002941.XSHE,False
002942.XSHE,False
002943.XSHE,False
002945.XSHE,False
002946.XSHE,False
002947.XSHE,False
002948.XSHE,False
002949.XSHE,False
002950.XSHE,False
002951.XSHE,False
002952.XSHE,False
002953.XSHE,False
002955.XSHE,False
002956.XSHE,False
002957.XSHE,False
002958.XSHE,False
002959.XSHE,False
002960.XSHE,False
002961.XSHE,False
002962.XSHE,False
002963.XSHE,False
002965.XSHE,False
002966.XSHE,False
002967.XSHE,False
002968.XSHE,False
002969.XSHE,False
002970.XSHE,False
002971.XSHE,False
002972.XSHE,False
002973.XSHE,False
002975.XSHE,False
002976.XSHE,False
002977.XSHE,False
002978.XSHE,False
002979.XSHE,False
002980.XSHE,False
002981.XSHE,False
002982.XSHE,False
002983.XSHE,False
002984.XSHE,False
002985.XSHE,False
002986.XSHE,False
002987.XSHE,False
002988.XSHE,False
002989.XSHE,False
002990.XSHE,False
002991.XSHE,False
002992.XSHE,False
002993.XSHE,False
002995.XSHE,False
002996.XSHE,False
002997.XSHE,False
002998.XSHE,False
002999.XSHE,False
003000.XSHE,False
003001.XSHE,False
003002.XSHE,False
003003.XSHE,False
003005.XSHE,False
003006.XSHE,False
003007.XSHE,False
003008.XSHE,False
003009.XSHE,False
003010.XSHE,False
003011.XSHE,False
003012.XSHE,False
003013.XSHE,False
003015.XSHE,False
003816.XSHE,False
300001.XSHE,False
300002.XSHE,False
300003.XSHE,False
300004.XSHE,False
300005.XSHE,False
300006.XSHE,False
300007.XSHE,False
300008.XSHE,False
300009.XSHE,False
300010.XSHE,False
300011.XSHE,False
300012.XSHE,False
300013.XSHE,False
300014.XSHE,False
300015.XSHE,False
300016.XSHE,False
300017.XSHE,False
300018.XSHE,False
300019.XSHE,False
300020.XSHE,False
300021.XSHE,False
300022.XSHE,False
300023.XSHE,False
300024.XSHE,False
300025.XSHE,False
300026.XSHE,False
300027.XSHE,False
300028.XSHE,False
300029.XSHE,False
300030.XSHE,False
300031.XSHE,False
300032.XSHE,False
300033.XSHE,False
300034.XSHE,False
300035.XSHE,False
300036.XSHE,False
300037.XSHE,False
300038.XSHE,False
300039.XSHE,False
300040.XSHE,False
300041.XSHE,False
300042.XSHE,False
300043.XSHE,False
300044.XSHE,False
300045.XSHE,False
300046.XSHE,False
300047.XSHE,False
300048.XSHE,False
300049.XSHE,False
300050.XSHE,False
300051.XSHE,False
300052.XSHE,False
300053.XSHE,False
300054.XSHE,False
300055.XSHE,False
300056.XSHE,False
300057.XSHE,False
300058.XSHE,False
300059.XSHE,False
300061.XSHE,False
300062.XSHE,False
300063.XSHE,False
300064.XSHE,False
300065.XSHE,False
300066.XSHE,False
300067.XSHE,False
300068.XSHE,False
300069.XSHE,False
300070.XSHE,False
300071.XSHE,False
300072.XSHE,False
300073.XSHE,False
300074.XSHE,False
300075.XSHE,False
300076.XSHE,False
300077.XSHE,False
300078.XSHE,False
300079.XSHE,False
300080.XSHE,False
300081.XSHE,False
300082.XSHE,False
300083.XSHE,False
300084.XSHE,False
300085.XSHE,False
300086.XSHE,False
300087.XSHE,False
300088.XSHE,False
300089.XSHE,False
300090.XSHE,False
300091.XSHE,False
300092.XSHE,False
300093.XSHE,False
300094.XSHE,False
300095.XSHE,False
300096.XSHE,False
300097.XSHE,False
300098.XSHE,False
300099.XSHE,False
300100.XSHE,False
300101.XSHE,False
300102.XSHE,False
300103.XSHE,False
300104.XSHE,False
300105.XSHE,False
300106.XSHE,False
300107.XSHE,False
300108.XSHE,False
300109.XSHE,False
300110.XSHE,False
300111.XSHE,False
300112.XSHE,False
300113.XSHE,False
300114.XSHE,False
300115.XSHE,False
300116.XSHE,False
300117.XSHE,False
300118.XSHE,False
300119.XSHE,False
300120.XSHE,False
300121.XSHE,False
300122.XSHE,False
300123.XSHE,False
300124.XSHE,False
300125.XSHE,False
300126.XSHE,False
300127.XSHE,False
300128.XSHE,False
300129.XSHE,False
300130.XSHE,False
300131.XSHE,False
300132.XSHE,False
300133.XSHE,False
300134.XSHE,False
300135.XSHE,False
300136.XSHE,False
300137.XSHE,False
300138.XSHE,False
300139.XSHE,False
300140.XSHE,False
300141.XSHE,False
300142.XSHE,False
300143.XSHE,False
300144.XSHE,False
300145.XSHE,False
300146.XSHE,False
300147.XSHE,False
300148.XSHE,False
300149.XSHE,False
300150.XSHE,False
300151.XSHE,False
300152.XSHE,False
300153.XSHE,False
300154.XSHE,False
300155.XSHE,False
300156.XSHE,False
300157.XSHE,False
300158.XSHE,False
300159.XSHE,False
300160.XSHE,False
300161.XSHE,False
300162.XSHE,False
300163.XSHE,False
300164.XSHE,False
300165.XSHE,False
300166.XSHE,False
300167.XSHE,False
300168.XSHE,False
300169.XSHE,False
300170.XSHE,False
300171.XSHE,False
300172.XSHE,False
300173.XSHE,False
300174.XSHE,False
300175.XSHE,False
300176.XSHE,False
300177.XSHE,False
300178.XSHE,False
300179.XSHE,False
300180.XSHE,False
300181.XSHE,False
300182.XSHE,False
300183.XSHE,False
300184.XSHE,False
300185.XSHE,False
300186.XSHE,False
300187.XSHE,False
300188.XSHE,False
300189.XSHE,False
300190.XSHE,False
300191.XSHE,False
300192.XSHE,False
300193.XSHE,False
300194.XSHE,False
300195.XSHE,False
300196.XSHE,False
300197.XSHE,False
300198.XSHE,False
300199.XSHE,False
300200.XSHE,False
300201.XSHE,False
300202.XSHE,False
300203.XSHE,False
300204.XSHE,False
300205.XSHE,False
300206.XSHE,False
300207.XSHE,False
300208.XSHE,False
300209.XSHE,False
300210.XSHE,False
300211.XSHE,False
300212.XSHE,False
300213.XSHE,False
300214.XSHE,False
300215.XSHE,False
300216.XSHE,False
300217.XSHE,False
300218.XSHE,False
300219.XSHE,False
300220.XSHE,False
300221.XSHE,False
300222.XSHE,False
300223.XSHE,False
300224.XSHE,False
300225.XSHE,False
300226.XSHE,False
300227.XSHE,False
300228.XSHE,False
300229.XSHE,False
300230.XSHE,False
300231.XSHE,False
300232.XSHE,False
300233.XSHE,False
300234.XSHE,False
300235.XSHE,False
300236.XSHE,False
300237.XSHE,False
300238.XSHE,False
300239.XSHE,False
300240.XSHE,False
300241.XSHE,False
300242.XSHE,False
300243.XSHE,False
300244.XSHE,False
300245.XSHE,False
300246.XSHE,False
300247.XSHE,False
300248.XSHE,False
300249.XSHE,False
300250.XSHE,False
300251.XSHE,False
300252.XSHE,False
300253.XSHE,False
300254.XSHE,False
300255.XSHE,False
300256.XSHE,False
300257.XSHE,False
300258.XSHE,False
300259.XSHE,False
300260.XSHE,False
300261.XSHE,False
300262.XSHE,False
300263.XSHE,False
300264.XSHE,False
300265.XSHE,False
300266.XSHE,False
300267.XSHE,False
300268.XSHE,False
300269.XSHE,False
300270.XSHE,False
300271.XSHE,False
300272.XSHE,False
300273.XSHE,False
300274.XSHE,False
300275.XSHE,False
300276.XSHE,False
300277.XSHE,False
300278.XSHE,False
300279.XSHE,False
300280.XSHE,False
300281.XSHE,False
300282.XSHE,False
300283.XSHE,False
300284.XSHE,False
300285.XSHE,False
300286.XSHE,False
300287.XSHE,False
300288.XSHE,False
300289.XSHE,False
300290.XSHE,False
300291.XSHE,False
300292.XSHE,False
300293.XSHE,False
300294.XSHE,False
300295.XSHE,False
300296.XSHE,False
300297.XSHE,False
300298.XSHE,False
300299.XSHE,False
300300.XSHE,False
300301.XSHE,False
300302.XSHE,False
300303.XSHE,False
300304.XSHE,False
300305.XSHE,False
300306.XSHE,False
300307.XSHE,False
300308.XSHE,False
300309.XSHE,False
300310.XSHE,False
300311.XSHE,False
300312.XSHE,False
300313.XSHE,False
300314.XSHE,False
300315.XSHE,False
300316.XSHE,False
300317.XSHE,False
300318.XSHE,False
300319.XSHE,False
300320.XSHE,False
300321.XSHE,False
300322.XSHE,False
300323.XSHE,False
300324.XSHE,False
300325.XSHE,False
300326.XSHE,False
300327.XSHE,False
300328.XSHE,False
300329.XSHE,False
300330.XSHE,False
300331.XSHE,False
300332.XSHE,False
300333.XSHE,False
300334.XSHE,False
300335.XSHE,False
300336.XSHE,False
300337.XSHE,False
300338.XSHE,False
300339.XSHE,False
300340.XSHE,False
300341.XSHE,False
300342.XSHE,False
300343.XSHE,False
300344.XSHE,False
300345.XSHE,False
300346.XSHE,False
300347.XSHE,False
300348.XSHE,False
300349.XSHE,False
300350.XSHE,False
300351.XSHE,False
300352.XSHE,False
300353.XSHE,False
300354.XSHE,False
300355.XSHE,False
300356.XSHE,False
300357.XSHE,False
300358.XSHE,False
300359.XSHE,False
300360.XSHE,False
300362.XSHE,False
300363.XSHE,False
300364.XSHE,False
300365.XSHE,False
300366.XSHE,False
300367.XSHE,False
300368.XSHE,False
300369.XSHE,False
300370.XSHE,False
300371.XSHE,False
300372.XSHE,False
300373.XSHE,False
300374.XSHE,False
300375.XSHE,False
300376.XSHE,False
300377.XSHE,False
300378.XSHE,False
300379.XSHE,False
300380.XSHE,False
300381.XSHE,False
300382.XSHE,False
300383.XSHE,False
300384.XSHE,False
300385.XSHE,False
300386.XSHE,False
300387.XSHE,False
300388.XSHE,False
300389.XSHE,False
300390.XSHE,False
300391.XSHE,False
300392.XSHE,False
300393.XSHE,False
300394.XSHE,False
300395.XSHE,False
300396.XSHE,False
300397.XSHE,False
300398.XSHE,False
300399.XSHE,False
300400.XSHE,False
300401.XSHE,False
300402.XSHE,False
300403.XSHE,False
300404.XSHE,False
300405.XSHE,False
300406.XSHE,False
300407.XSHE,False
300408.XSHE,False
300409.XSHE,False
300410.XSHE,False
300411.XSHE,False
300412.XSHE,False
300413.XSHE,False
300414.XSHE,False
300415.XSHE,False
300416.XSHE,False
300417.XSHE,False
300418.XSHE,False
300419.XSHE,False
300420.XSHE,False
300421.XSHE,False
300422.XSHE,False
300423.XSHE,False
300424.XSHE,False
300425.XSHE,False
300426.XSHE,False
300427.XSHE,False
300428.XSHE,False
300429.XSHE,False
300430.XSHE,False
300431.XSHE,False
300432.XSHE,False
300433.XSHE,False
300434.XSHE,False
300435.XSHE,False
300436.XSHE,False
300437.XSHE,False
300438.XSHE,False
300439.XSHE,False
300440.XSHE,False
300441.XSHE,False
300442.XSHE,False
300443.XSHE,False
300444.XSHE,False
300445.XSHE,False
300446.XSHE,False
300447.XSHE,False
300448.XSHE,False
300449.XSHE,False
300450.XSHE,False
300451.XSHE,False
300452.XSHE,False
300453.XSHE,False
300454.XSHE,False
300455.XSHE,False
300456.XSHE,False
300457.XSHE,False
300458.XSHE,False
300459.XSHE,False
300460.XSHE,False
300461.XSHE,False
300462.XSHE,False
300463.XSHE,False
300464.XSHE,False
300465.XSHE,False
300466.XSHE,False
300467.XSHE,False
300468.XSHE,False
300469.XSHE,False
300470.XSHE,False
300471.XSHE,False
300472.XSHE,False
300473.XSHE,False
300474.XSHE,False
300475.XSHE,False
300476.XSHE,False
300477.XSHE,False
300478.XSHE,False
300479.XSHE,False
300480.XSHE,False
300481.XSHE,False
300482.XSHE,False
300483.XSHE,False
300484.XSHE,False
300485.XSHE,False
300486.XSHE,False
300487.XSHE,False
300488.XSHE,False
300489.XSHE,False
300490.XSHE,False
300491.XSHE,False
300492.XSHE,False
300493.XSHE,False
300494.XSHE,False
300495.XSHE,False
300496.XSHE,False
300497.XSHE,False
300498.XSHE,False
300499.XSHE,False
300500.XSHE,False
300501.XSHE,False
300502.XSHE,False
300503.XSHE,False
300504.XSHE,False
300505.XSHE,False
300506.XSHE,False
300507.XSHE,False
300508.XSHE,False
300509.XSHE,False
300510.XSHE,False
300511.XSHE,False
300512.XSHE,False
300513.XSHE,False
300514.XSHE,False
300515.XSHE,False
300516.XSHE,False
300517.XSHE,False
300518.XSHE,False
300519.XSHE,False
300520.XSHE,False
300521.XSHE,False
300522.XSHE,False
300523.XSHE,False
300525.XSHE,False
300526.XSHE,False
300527.XSHE,False
300528.XSHE,False
300529.XSHE,False
300530.XSHE,False
300531.XSHE,False
300532.XSHE,False
300533.XSHE,False
300534.XSHE,False
300535.XSHE,False
300536.XSHE,False
300537.XSHE,False
300538.XSHE,False
300539.XSHE,False
300540.XSHE,False
300541.XSHE,False
300542.XSHE,False
300543.XSHE,False
300545.XSHE,False
300546.XSHE,False
300547.XSHE,False
300548.XSHE,False
300549.XSHE,False
300550.XSHE,False
300551.XSHE,False
300552.XSHE,False
300553.XSHE,False
300554.XSHE,False
300555.XSHE,False
300556.XSHE,False
300557.XSHE,False
300558.XSHE,False
300559.XSHE,False
300560.XSHE,False
300561.XSHE,False
300562.XSHE,False
300563.XSHE,False
300564.XSHE,False
300565.XSHE,False
300566.XSHE,False
300567.XSHE,False
300568.XSHE,False
300569.XSHE,False
300570.XSHE,False
300571.XSHE,False
300572.XSHE,False
300573.XSHE,False
300575.XSHE,False
300576.XSHE,False
300577.XSHE,False
300578.XSHE,False
300579.XSHE,False
300580.XSHE,False
300581.XSHE,False
300582.XSHE,False
300583.XSHE,False
300584.XSHE,False
300585.XSHE,False
300586.XSHE,False
300587.XSHE,False
300588.XSHE,False
300589.XSHE,False
300590.XSHE,False
300591.XSHE,False
300592.XSHE,False
300593.XSHE,False
300594.XSHE,False
300595.XSHE,False
300596.XSHE,False
300597.XSHE,False
300598.XSHE,False
300599.XSHE,False
300600.XSHE,False
300601.XSHE,False
300602.XSHE,False
300603.XSHE,False
300604.XSHE,False
300605.XSHE,False
300606.XSHE,False
300607.XSHE,False
300608.XSHE,False
300609.XSHE,False
300610.XSHE,False
300611.XSHE,False
300612.XSHE,False
300613.XSHE,False
300615.XSHE,False
300616.XSHE,False
300617.XSHE,False
300618.XSHE,False
300619.XSHE,False
300620.XSHE,False
300621.XSHE,False
300622.XSHE,False
300623.XSHE,False
300624.XSHE,False
300625.XSHE,False
300626.XSHE,False
300627.XSHE,False
300628.XSHE,False
300629.XSHE,False
300630.XSHE,False
300631.XSHE,False
300632.XSHE,False
300633.XSHE,False
300634.XSHE,False
300635.XSHE,False
300636.XSHE,False
300637.XSHE,False
300638.XSHE,False
300639.XSHE,False
300640.XSHE,False
300641.XSHE,False
300642.XSHE,False
300643.XSHE,False
300644.XSHE,False
300645.XSHE,False
300647.XSHE,False
300648.XSHE,False
300649.XSHE,False
300650.XSHE,False
300651.XSHE,False
300652.XSHE,False
300653.XSHE,False
300654.XSHE,False
300655.XSHE,False
300656.XSHE,False
300657.XSHE,False
300658.XSHE,False
300659.XSHE,False
300660.XSHE,False
300661.XSHE,False
300662.XSHE,False
300663.XSHE,False
300664.XSHE,False
300665.XSHE,False
300666.XSHE,False
300667.XSHE,False
300668.XSHE,False
300669.XSHE,False
300670.XSHE,False
300671.XSHE,False
300672.XSHE,False
300673.XSHE,False
300674.XSHE,False
300675.XSHE,False
300676.XSHE,False
300677.XSHE,False
300678.XSHE,False
300679.XSHE,False
300680.XSHE,False
300681.XSHE,False
300682.XSHE,False
300683.XSHE,False
300684.XSHE,False
300685.XSHE,False
300686.XSHE,False
300687.XSHE,False
300688.XSHE,False
300689.XSHE,False
300690.XSHE,False
300691.XSHE,False
300692.XSHE,False
300693.XSHE,False
300694.XSHE,False
300695.XSHE,False
300696.XSHE,False
300697.XSHE,False
300698.XSHE,False
300699.XSHE,False
300700.XSHE,False
300701.XSHE,False
300702.XSHE,False
300703.XSHE,False
300705.XSHE,False
300706.XSHE,False
300707.XSHE,False
300708.XSHE,False
300709.XSHE,False
300710.XSHE,False
300711.XSHE,False
300712.XSHE,False
300713.XSHE,False
300715.XSHE,False
300716.XSHE,False
300717.XSHE,False
300718.XSHE,False
300719.XSHE,False
300720.XSHE,False
300721.XSHE,False
300722.XSHE,False
300723.XSHE,False
300724.XSHE,False
300725.XSHE,False
300726.XSHE,False
300727.XSHE,False
300729.XSHE,False
300730.XSHE,False
300731.XSHE,False
300732.XSHE,False
300733.XSHE,False
300735.XSHE,False
300736.XSHE,False
300737.XSHE,False
300738.XSHE,False
300739.XSHE,False
300740.XSHE,False
300741.XSHE,False
300742.XSHE,False
300743.XSHE,False
300745.XSHE,False
300746.XSHE,False
300747.XSHE,False
300748.XSHE,False
300749.XSHE,False
300750.XSHE,False
300751.XSHE,False
300752.XSHE,False
300753.XSHE,False
300755.XSHE,False
300756.XSHE,False
300757.XSHE,False
300758.XSHE,False
300759.XSHE,False
300760.XSHE,False
300761.XSHE,False
300762.XSHE,False
300763.XSHE,False
300765.XSHE,False
300766.XSHE,False
300767.XSHE,False
300768.XSHE,False
300769.XSHE,False
300770.XSHE,False
300771.XSHE,False
300772.XSHE,False
300773.XSHE,False
300775.XSHE,False
300776.XSHE,False
300777.XSHE,False
300778.XSHE,False
300779.XSHE,False
300780.XSHE,False
300781.XSHE,False
300782.XSHE,False
300783.XSHE,False
300785.XSHE,False
300786.XSHE,False
300787.XSHE,False
300788.XSHE,False
300789.XSHE,False
300790.XSHE,False
300791.XSHE,False
300792.XSHE,False
300793.XSHE,False
300795.XSHE,False
300796.XSHE,False
300797.XSHE,False
300798.XSHE,False
300799.XSHE,False
300800.XSHE,False
300801.XSHE,False
300802.XSHE,False
300803.XSHE,False
300805.XSHE,False
300806.XSHE,False
300807.XSHE,False
300808.XSHE,False
300809.XSHE,False
300810.XSHE,False
300811.XSHE,False
300812.XSHE,False
300813.XSHE,False
300815.XSHE,False
300816.XSHE,False
300817.XSHE,False
300818.XSHE,False
300819.XSHE,False
300820.XSHE,False
300821.XSHE,False
300822.XSHE,False
300823.XSHE,False
300824.XSHE,False
300825.XSHE,False
300826.XSHE,False
300827.XSHE,False
300828.XSHE,False
300829.XSHE,False
300830.XSHE,False
300831.XSHE,False
300832.XSHE,False
300833.XSHE,False
300835.XSHE,False
300836.XSHE,False
300837.XSHE,False
300838.XSHE,False
300839.XSHE,False
300840.XSHE,False
300841.XSHE,False
300842.XSHE,False
300843.XSHE,False
300845.XSHE,False
300846.XSHE,False
300847.XSHE,False
300848.XSHE,False
300849.XSHE,False
300850.XSHE,False
300851.XSHE,False
300852.XSHE,False
300853.XSHE,False
300855.XSHE,False
300856.XSHE,False
300857.XSHE,False
300858.XSHE,False
300859.XSHE,False
300860.XSHE,False
300861.XSHE,False
300862.XSHE,False
300863.XSHE,False
300864.XSHE,False
300865.XSHE,False
300866.XSHE,False
300867.XSHE,False
300868.XSHE,False
300869.XSHE,False
300870.XSHE,False
300871.XSHE,False
300872.XSHE,False
300873.XSHE,False
300875.XSHE,False
300876.XSHE,False
300877.XSHE,False
300878.XSHE,False
300879.XSHE,False
300880.XSHE,False
300881.XSHE,False
300882.XSHE,False
300883.XSHE,False
300885.XSHE,False
300886.XSHE,False
300887.XSHE,False
300888.XSHE,False
300889.XSHE,False
300890.XSHE,False
300891.XSHE,False
300892.XSHE,False
300893.XSHE,False
300895.XSHE,False
300896.XSHE,False
300897.XSHE,False
300898.XSHE,False
300899.XSHE,False
300999.XSHE,False
600000.XSHG,False
600001.XSHG,False
600002.XSHG,False
600003.XSHG,False
600004.XSHG,False
600005.XSHG,False
600006.XSHG,False
600007.XSHG,False
600008.XSHG,False
600009.XSHG,False
600010.XSHG,False
600011.XSHG,False
600012.XSHG,False
600015.XSHG,False
600016.XSHG,False
600017.XSHG,False
600018.XSHG,False
600019.XSHG,False
600020.XSHG,False
600021.XSHG,False
600022.XSHG,False
600023.XSHG,False
600025.XSHG,False
600026.XSHG,False
600027.XSHG,False
600028.XSHG,False
600029.XSHG,False
600030.XSHG,False
600031.XSHG,False
600033.XSHG,False
600035.XSHG,False
600036.XSHG,False
600037.XSHG,False
600038.XSHG,False
600039.XSHG,False
600048.XSHG,False
600050.XSHG,False
600051.XSHG,False
600052.XSHG,False
600053.XSHG,False
600054.XSHG,False
600055.XSHG,False
600056.XSHG,False
600057.XSHG,False
600058.XSHG,False
600059.XSHG,False
600060.XSHG,False
600061.XSHG,False
600062.XSHG,False
600063.XSHG,False
600064.XSHG,False
600065.XSHG,False
600066.XSHG,False
600067.XSHG,False
600068.XSHG,False
600069.XSHG,False
600070.XSHG,False
600071.XSHG,False
600072.XSHG,False
600073.XSHG,False
600074.XSHG,False
600075.XSHG,False
600076.XSHG,False
600077.XSHG,False
600078.XSHG,False
600079.XSHG,False
600080.XSHG,False
600081.XSHG,False
600082.XSHG,False
600083.XSHG,False
600084.XSHG,False
600085.XSHG,False
600086.XSHG,False
600087.XSHG,False
600088.XSHG,False
600089.XSHG,False
600090.XSHG,False
600091.XSHG,False
600092.XSHG,False
600093.XSHG,False
600094.XSHG,False
600095.XSHG,False
600096.XSHG,False
600097.XSHG,False
600098.XSHG,False
600099.XSHG,False
600100.XSHG,False
600101.XSHG,False
600102.XSHG,False
600103.XSHG,False
600104.XSHG,False
600105.XSHG,False
600106.XSHG,False
600107.XSHG,False
600108.XSHG,False
600109.XSHG,False
600110.XSHG,False
600111.XSHG,False
600112.XSHG,False
600113.XSHG,False
600114.XSHG,False
600115.XSHG,False
600116.XSHG,False
600117.XSHG,False
600118.XSHG,False
600119.XSHG,False
600120.XSHG,False
600121.XSHG,False
600122.XSHG,False
600123.XSHG,False
600125.XSHG,False
600126.XSHG,False
600127.XSHG,False
600128.XSHG,False
600129.XSHG,False
600130.XSHG,False
600131.XSHG,False
600132.XSHG,False
600133.XSHG,False
600135.XSHG,False
600136.XSHG,False
600137.XSHG,False
600138.XSHG,False
600139.XSHG,False
600141.XSHG,False
600143.XSHG,False
600145.XSHG,False
600146.XSHG,False
600148.XSHG,False
600149.XSHG,False
600150.XSHG,False
600151.XSHG,False
600152.XSHG,False
600153.XSHG,False
600155.XSHG,False
600156.XSHG,False
600157.XSHG,False
600158.XSHG,False
600159.XSHG,False
600160.XSHG,False
600161.XSHG,False
600162.XSHG,False
600163.XSHG,False
600165.XSHG,False
600166.XSHG,False
600167.XSHG,False
600168.XSHG,False
600169.XSHG,False
600170.XSHG,False
600171.XSHG,False
600172.XSHG,False
600173.XSHG,False
600175.XSHG,False
600176.XSHG,False
600177.XSHG,False
600178.XSHG,False
600179.XSHG,False
600180.XSHG,False
600181.XSHG,False
600182.XSHG,False
600183.XSHG,False
600184.XSHG,False
600185.XSHG,False
600186.XSHG,False
600187.XSHG,False
600188.XSHG,False
600189.XSHG,False
600190.XSHG,False
600191.XSHG,False
600192.XSHG,False
600193.XSHG,False
600195.XSHG,False
600196.XSHG,False
600197.XSHG,False
600198.XSHG,False
600199.XSHG,False
600200.XSHG,False
600201.XSHG,False
600202.XSHG,False
600203.XSHG,False
600205.XSHG,False
600206.XSHG,False
600207.XSHG,False
600208.XSHG,False
600209.XSHG,False
600210.XSHG,False
600211.XSHG,False
600212.XSHG,False
600213.XSHG,False
600215.XSHG,False
600216.XSHG,False
600217.XSHG,False
600218.XSHG,False
600219.XSHG,False
600220.XSHG,False
600221.XSHG,False
600222.XSHG,False
600223.XSHG,False
600225.XSHG,False
600226.XSHG,False
600227.XSHG,False
600228.XSHG,False
600229.XSHG,False
600230.XSHG,False
600231.XSHG,False
600232.XSHG,False
600233.XSHG,False
600234.XSHG,False
600235.XSHG,False
600236.XSHG,False
600237.XSHG,False
600238.XSHG,False
600239.XSHG,False
600240.XSHG,False
600241.XSHG,False
600242.XSHG,False
600243.XSHG,False
600246.XSHG,False
600247.XSHG,False
600248.XSHG,False
600249.XSHG,False
600250.XSHG,False
600251.XSHG,False
600252.XSHG,False
600253.XSHG,False
600255.XSHG,False
600256.XSHG,False
600257.XSHG,False
600258.XSHG,False
600259.XSHG,False
600260.XSHG,False
600261.XSHG,False
600262.XSHG,False
600263.XSHG,False
600265.XSHG,False
600266.XSHG,False
600267.XSHG,False
600268.XSHG,False
600269.XSHG,False
600270.XSHG,False
600271.XSHG,False
600272.XSHG,False
600273.XSHG,False
600275.XSHG,False
600276.XSHG,False
600277.XSHG,False
600278.XSHG,False
600279.XSHG,False
600280.XSHG,False
600281.XSHG,False
600282.XSHG,False
600283.XSHG,False
600284.XSHG,False
600285.XSHG,False
600286.XSHG,False
600287.XSHG,False
600288.XSHG,False
600289.XSHG,False
600290.XSHG,False
600291.XSHG,False
600292.XSHG,False
600293.XSHG,False
600295.XSHG,False
600296.XSHG,False
600297.XSHG,False
600298.XSHG,False
600299.XSHG,False
600300.XSHG,False
600301.XSHG,False
600302.XSHG,False
600303.XSHG,False
600305.XSHG,False
600306.XSHG,False
600307.XSHG,False
600308.XSHG,False
600309.XSHG,False
600310.XSHG,False
600311.XSHG,False
600312.XSHG,False
600313.XSHG,False
600315.XSHG,False
600316.XSHG,False
600317.XSHG,False
600318.XSHG,False
600319.XSHG,False
600320.XSHG,False
600321.XSHG,False
600322.XSHG,False
600323.XSHG,False
600325.XSHG,False
600326.XSHG,False
600327.XSHG,False
600328.XSHG,False
600329.XSHG,False
600330.XSHG,False
600331.XSHG,False
600332.XSHG,False
600333.XSHG,False
600335.XSHG,False
600336.XSHG,False
600337.XSHG,False
600338.XSHG,False
600339.XSHG,False
600340.XSHG,False
600343.XSHG,False
600345.XSHG,False
600346.XSHG,False
600348.XSHG,False
600350.XSHG,False
600351.XSHG,False
600352.XSHG,False
600353.XSHG,False
600354.XSHG,False
600355.XSHG,False
600356.XSHG,False
600357.XSHG,False
600358.XSHG,False
600359.XSHG,False
600360.XSHG,False
600361.XSHG,False
600362.XSHG,False
600363.XSHG,False
600365.XSHG,False
600366.XSHG,False
600367.XSHG,False
600368.XSHG,False
600369.XSHG,False
600370.XSHG,False
600371.XSHG,False
600372.XSHG,False
600373.XSHG,False
600375.XSHG,False
600376.XSHG,False
600377.XSHG,False
600378.XSHG,False
600379.XSHG,False
600380.XSHG,False
600381.XSHG,False
600382.XSHG,False
600383.XSHG,False
600385.XSHG,False
600386.XSHG,False
600387.XSHG,False
600388.XSHG,False
600389.XSHG,False
600390.XSHG,False
600391.XSHG,False
600392.XSHG,False
600393.XSHG,False
600395.XSHG,False
600396.XSHG,False
600397.XSHG,False
600398.XSHG,False
600399.XSHG,False
600400.XSHG,False
600401.XSHG,False
600403.XSHG,False
600405.XSHG,False
600406.XSHG,False
600408.XSHG,False
600409.XSHG,False
600410.XSHG,False
600415.XSHG,False
600416.XSHG,False
600418.XSHG,False
600419.XSHG,False
600420.XSHG,False
600421.XSHG,False
600422.XSHG,False
600423.XSHG,False
600425.XSHG,False
600426.XSHG,False
600428.XSHG,False
600429.XSHG,False
600432.XSHG,False
600433.XSHG,False
600435.XSHG,False
600436.XSHG,False
600438.XSHG,False
600439.XSHG,False
600444.XSHG,False
600446.XSHG,False
600448.XSHG,False
600449.XSHG,False
600452.XSHG,False
600455.XSHG,False
600456.XSHG,False
600458.XSHG,False
600459.XSHG,False
600460.XSHG,False
600461.XSHG,False
600462.XSHG,False
600463.XSHG,False
600466.XSHG,False
600467.XSHG,False
600468.XSHG,False
600469.XSHG,False
600470.XSHG,False
600472.XSHG,False
600475.XSHG,False
600476.XSHG,False
600477.XSHG,False
600478.XSHG,False
600479.XSHG,False
600480.XSHG,False
600481.XSHG,False
600482.XSHG,False
600483.XSHG,False
600485.XSHG,False
600486.XSHG,False
600487.XSHG,False
600488.XSHG,False
600489.XSHG,False
600490.XSHG,False
600491.XSHG,False
600493.XSHG,False
600495.XSHG,False
600496.XSHG,False
600497.XSHG,False
600498.XSHG,False
600499.XSHG,False
600500.XSHG,False
600501.XSHG,False
600502.XSHG,False
600503.XSHG,False
600505.XSHG,False
600506.XSHG,False
600507.XSHG,False
600508.XSHG,False
600509.XSHG,False
600510.XSHG,False
600511.XSHG,False
600512.XSHG,False
600513.XSHG,False
600515.XSHG,False
